path,true_label,pred_label,score,subject_preview
dataset/easy_ham/1970.43fa8f1222f87f472c94d1c11cbaf36e,ham,Safe,8.00,From rssfeeds@jmason.org  Wed Sep 25 10:23:14 2002
dataset/easy_ham/1406.8be30026528bc5fabe63b16b834d426f,ham,Safe,8.00,From spamassassin-talk-admin@lists.sourceforge.net  Fri Aug 23 11:12:17 2002
dataset/easy_ham/1283.15624a2ea079397d2638caa74f8bd17d,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Mon Sep 30 13:44:33 2002
dataset/easy_ham/0457.dc1691cbb334cc33a1f1eb3060b8e02e,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Mon Aug 26 20:15:19 2002
dataset/easy_ham/0441.ceab9dcbd4892de96af3e38b96205f54,ham,Safe,8.00,From exmh-workers-admin@redhat.com  Thu Aug 22 16:06:46 2002
dataset/easy_ham/1873.ca66981e04ecb411738d47442a3aedaf,ham,Safe,8.00,From pudge@perl.org  Mon Sep  2 12:32:31 2002
dataset/easy_ham/0486.62b08ccbd58add2e635494c114f1173b,ham,Safe,8.00,From fork-admin@xent.com  Thu Sep  5 11:31:13 2002
dataset/easy_ham/0956.fb35140cb684b750a0b652251bf9f7df,ham,Safe,8.00,From fork-admin@xent.com  Sat Oct  5 17:22:20 2002
dataset/easy_ham/1718.dd3ab0a21ff132982fbde9b8712d5258,ham,Safe,8.00,From razor-users-admin@lists.sourceforge.net  Thu Oct 10 12:29:00 2002
dataset/easy_ham/1799.70dc9da58ada190c2c66f34986636594,ham,Safe,3.00,Return-Path: tim.one@comcast.net
dataset/easy_ham/0226.aafb7854f8f17e90f7e5e5f99c54e76e,ham,Phishing,11.00,From mephistopheles29@hotmail.com  Wed Aug 28 10:55:16 2002
dataset/easy_ham/2048.9944a591b5263dcf5726e0217314f029,ham,Phishing,13.00,From rssfeeds@jmason.org  Thu Sep 26 16:41:34 2002
dataset/easy_ham/1762.1d4646886358156accce640171c77c1d,ham,Safe,2.00,Return-Path: tim.one@comcast.net
dataset/easy_ham/0331.f9bcb003e6d1710da66b329d2eba303a,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Wed Oct  9 10:49:43 2002
dataset/easy_ham/0380.7479693323d404f78e18d20d3b677e14,ham,Safe,8.00,From fork-admin@xent.com  Mon Aug 26 22:18:18 2002
dataset/easy_ham/1271.1af7c90a1459165ff18d621de40239c5,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Mon Sep 23 18:31:43 2002
dataset/easy_ham/1288.9235f568fa35fd2fcda2c067543fbd0e,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Mon Sep 30 21:45:10 2002
dataset/easy_ham/0319.d519b69614d9182047e448e4d96db712,ham,Safe,8.00,From fork-admin@xent.com  Wed Oct  9 10:55:20 2002
dataset/easy_ham/1313.921e45a5265e4d5d55f1245fe4399824,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Thu Oct  3 12:21:41 2002
dataset/easy_ham/0676.80208e9973e3ec09a0377e1342c0a3a5,ham,Safe,8.00,From fork-admin@xent.com  Wed Sep 18 14:06:37 2002
dataset/easy_ham/0386.8c0d37a52e39414045665d969233d6eb,ham,Safe,8.00,From fork-admin@xent.com  Mon Aug 26 22:49:03 2002
dataset/easy_ham/1802.235f7aea351e2aa201447c134468f723,ham,Safe,2.00,Return-Path: skip@pobox.com
dataset/easy_ham/1230.55a8eec81fe610dade9d896627eb8703,ham,Safe,8.00,From exmh-workers-admin@redhat.com  Wed Oct  2 15:58:51 2002
dataset/easy_ham/0201.9381ed9aa6cd60f2111acb409240a00b,ham,Phishing,11.00,From sentto-2242572-56014-1034075987-zzzz=example.com@returns.groups.yahoo.com  Tue Oct  8 12:27:48 2002
dataset/easy_ham/2134.6cdd3f522ea2e84ddbc75ad2d594b3a5,ham,Safe,7.00,From rssfeeds@jmason.org  Fri Sep 27 10:41:31 2002
dataset/easy_ham/2539.466ecd08a54bf64e857522423a33108a,ham,Safe,9.00,From rssfeeds@jmason.org  Thu Oct 10 12:32:21 2002
dataset/easy_ham/0133.fe269b4e9538d5cb9907625c4b63dc2f,ham,Safe,8.00,From craig@deersoft.com  Mon Sep  2 23:00:06 2002
dataset/easy_ham/1111.682637cab441c4614d42314d8c82c2c6,ham,Safe,8.00,From exmh-users-admin@redhat.com  Fri Sep 20 21:45:36 2002
dataset/easy_ham/1935.323e3a0e8b8ecafaf86e9fa18db016fd,ham,Safe,8.00,From rssfeeds@jmason.org  Tue Sep 24 10:47:29 2002
dataset/easy_ham/1544.011827fa2f89828e83bae7f6995576df,ham,Safe,8.00,From spamassassin-talk-admin@lists.sourceforge.net  Sun Sep  8 23:57:37 2002
dataset/easy_ham/0508.4f7509bdf6a597ddb34f15df3bf2c227,ham,Safe,8.00,From fork-admin@xent.com  Fri Sep  6 11:41:25 2002
dataset/easy_ham/0035.50b257408356cfcfce8cf2afe9fd7959,ham,Safe,2.00,From craig@deersoft.com  Fri Aug 23 11:03:54 2002
dataset/easy_ham/1347.b74ed7bb44086b2b4721bce965ac8273,ham,Phishing,11.00,From rpm-list-admin@freshrpms.net  Sun Oct  6 22:52:10 2002
dataset/easy_ham/0042.7ef6c72f88de15d72b1c0d9c164ccb78,ham,Safe,8.00,From fork-admin@xent.com  Fri Aug 23 11:08:26 2002
dataset/easy_ham/1658.5668754ea9f7c62c42b2555e0ca7cdac,ham,Safe,8.00,From razor-users-admin@lists.sourceforge.net  Wed Sep  4 11:36:55 2002
dataset/easy_ham/0939.dea3b07c7536e3b74578ba6f878dfcba,ham,Safe,8.00,From irregulars-admin@tb.tf  Fri Oct  4 11:03:55 2002
dataset/easy_ham/0318.839e0c92ebdd46043e20fa8c2846284d,ham,Safe,9.00,From fork-admin@xent.com  Wed Oct  9 10:55:03 2002
dataset/easy_ham/0525.e70ff5bbd69f7400b460ebe5ed77398f,ham,Safe,8.00,From fork-admin@xent.com  Fri Sep  6 15:28:27 2002
dataset/easy_ham/1227.db607f1de371e44ebc4bbf08ab036241,ham,Safe,8.00,From exmh-workers-admin@redhat.com  Tue Oct  1 10:36:19 2002
dataset/easy_ham/2501.36311f6ceac129fa31540555ffe3cc97,ham,Safe,9.00,From rssfeeds@jmason.org  Wed Oct  9 10:52:42 2002
dataset/easy_ham/2334.922fa276236eebb7adc8732d7678e7e6,ham,Safe,6.00,From rssfeeds@jmason.org  Thu Oct  3 12:25:08 2002
dataset/easy_ham/1223.6f20be4e92f37aaa7117c0a30a19207d,ham,Safe,8.00,From exmh-users-admin@redhat.com  Mon Sep 30 13:36:20 2002
dataset/easy_ham/1159.b8870925b809f91e1940798973103a81,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Mon Sep  9 18:00:46 2002
dataset/easy_ham/1074.3f586c8b4870fb60157afbad2e076b17,ham,Safe,8.00,From exmh-users-admin@redhat.com  Wed Sep 11 13:41:41 2002
dataset/easy_ham/1944.44e0f13a1592901884bd9b1c73c1023d,ham,Safe,8.00,From rssfeeds@jmason.org  Tue Sep 24 10:47:40 2002
dataset/easy_ham/0929.78a3fcddf914132d873019c8925b0669,ham,Safe,8.00,From fork-admin@xent.com  Thu Oct  3 12:55:38 2002
dataset/easy_ham/2307.1dad26fc0f8a86b6ba5c8bcea78e1002,ham,Safe,9.00,From rssfeeds@jmason.org  Thu Oct  3 12:24:10 2002
dataset/easy_ham/0647.3e7d91fa18377c667aedf719bc1b2c5a,ham,Safe,8.00,From fork-admin@xent.com  Tue Sep 17 11:30:02 2002
dataset/easy_ham/0285.c50f8a5a908e21636fe71e522c3e462a,ham,Phishing,11.00,From andy@r2-dvd.org  Wed Aug 28 13:55:25 2002
dataset/easy_ham/1056.40e105e66c28374d4fffa209a7176959,ham,Safe,8.00,From exmh-users-admin@redhat.com  Fri Sep  6 11:36:04 2002
dataset/easy_ham/0392.2763fc795021223f9cfc870a5ce0bc25,ham,Safe,8.00,From fork-admin@xent.com  Tue Aug 27 02:35:15 2002
dataset/easy_ham/0585.b4410217f9fefbb9a9c18df5a4aa621a,ham,Safe,9.00,From fork-admin@xent.com  Mon Sep  9 19:27:51 2002
dataset/easy_ham/0328.dd38a12b955002695e7a0ec81129b043,ham,Safe,8.00,From ilug-admin@linux.ie  Wed Oct  9 10:54:31 2002
dataset/easy_ham/1034.30d39e880274b0ebb59462ddfff16880,ham,Safe,8.00,From exmh-workers-admin@redhat.com  Tue Aug 27 10:04:58 2002
dataset/easy_ham/1317.1f1768dfe09568d0096b0bca8987e467,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Thu Oct  3 12:25:27 2002
dataset/easy_ham/0088.43fa07c598e8b3d272a1a00705398e48,ham,Safe,8.00,From pudge@perl.org  Mon Sep  2 12:23:11 2002
dataset/easy_ham/1343.c5ead41a4483bd3732e42d52c9163d24,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Sat Oct  5 12:38:08 2002
dataset/easy_ham/2471.9bc6c0ad8e1151925d35ad52c6667d62,ham,Safe,9.00,From rssfeeds@jmason.org  Tue Oct  8 10:56:06 2002
dataset/easy_ham/1880.ebecd898b60abef68261b8ae5b05a198,ham,Safe,8.00,From pudge@perl.org  Wed Sep  4 11:39:26 2002
dataset/easy_ham/2407.c9318bb61b808a141780fa5067d53a05,ham,Phishing,11.00,From rssfeeds@jmason.org  Sun Oct  6 22:54:42 2002
dataset/easy_ham/1948.b8e3e5fc7ac3c0b862d066125e5d7129,ham,Safe,8.00,From rssfeeds@jmason.org  Tue Sep 24 10:47:45 2002
dataset/easy_ham/2521.8e5616c36de4145286f63b8ddd50f429,ham,Safe,9.00,From rssfeeds@jmason.org  Wed Oct  9 10:53:07 2002
dataset/easy_ham/2440.041d0de1683ab08bbd1c626e7d0d3beb,ham,Safe,9.00,From rssfeeds@jmason.org  Mon Oct  7 12:05:32 2002
dataset/easy_ham/1273.eb9f0b877dc669691c45314b5b6ff605,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Mon Sep 23 22:46:13 2002
dataset/easy_ham/0977.d0e3f4e7fd0a8c2bdd26888af1ca3a0b,ham,Safe,8.00,From fork-admin@xent.com  Tue Oct  8 10:56:42 2002
dataset/easy_ham/2150.3878da48e45c808f8de1a78afe8e68da,ham,Safe,9.00,From rssfeeds@jmason.org  Mon Sep 30 13:37:03 2002
dataset/easy_ham/0116.4cfce953cce07ef03a0cd55ca18053ba,ham,Safe,8.00,From fork-admin@xent.com  Mon Sep  2 16:22:38 2002
dataset/easy_ham/0249.d591bcf606114a502b4d41e8f4dde95a,ham,Safe,8.00,From ilug-admin@linux.ie  Wed Aug 28 10:47:36 2002
dataset/easy_ham/1484.b12cd10a9234dd4c294f93ba7b3944d4,ham,Safe,8.00,From spamassassin-talk-admin@lists.sourceforge.net  Thu Aug 29 17:24:07 2002
dataset/easy_ham/2446.34e896282d23f593971bf47f5bb1ab0b,ham,Safe,9.00,From rssfeeds@jmason.org  Mon Oct  7 12:05:37 2002
dataset/easy_ham/1667.aa251c5e7789a550ed91cdacb0d58649,ham,Safe,8.00,From razor-users-admin@lists.sourceforge.net  Fri Sep  6 11:35:27 2002
dataset/easy_ham/1261.edad140fb507fd35411ae458b009c39c,ham,Safe,8.00,From exmh-users-admin@redhat.com  Wed Oct  9 18:31:28 2002
dataset/easy_ham/0836.249730de164ba4999f1ab6ec2d3cb2d1,ham,Safe,8.00,From fork-admin@xent.com  Wed Sep 25 10:24:49 2002
dataset/easy_ham/0171.284f310dea6316d8971a18ff66a1a8dc,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Tue Oct  8 10:55:25 2002
dataset/easy_ham/1052.8051605033d37d59b100fdef7dfc0ffc,ham,Safe,8.00,From exmh-users-admin@redhat.com  Mon Sep  2 23:00:06 2002
dataset/easy_ham/0798.120c7f5263021bbdf183e1e304ef4a44,ham,Safe,8.00,From fork-admin@xent.com  Mon Sep 23 23:34:24 2002
dataset/easy_ham/1974.add969b0f792d9e31605097f8c1beaf6,ham,Safe,8.00,From rssfeeds@jmason.org  Wed Sep 25 10:23:22 2002
dataset/easy_ham/1370.394569ba936fe18d6d9f2723e8c2d99f,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Tue Oct  8 15:30:59 2002
dataset/easy_ham/0209.ce176e249d1b3d1bf97d02aaddb1ffd4,ham,Phishing,11.00,From sentto-2242572-56023-1034083490-zzzz=example.com@returns.groups.yahoo.com  Tue Oct  8 14:40:54 2002
dataset/easy_ham/2081.25b324be67de8e843c9e090654758cf7,ham,Safe,9.00,From rssfeeds@jmason.org  Thu Sep 26 16:42:45 2002
dataset/easy_ham/1672.2c743f29bd6260387b1022d586513d02,ham,Safe,8.00,From razor-users-admin@lists.sourceforge.net  Fri Sep  6 11:38:00 2002
dataset/easy_ham/1642.c4eea2387cc6850b5e1cb84529535f8b,ham,Safe,8.00,From spamassassin-devel-admin@lists.sourceforge.net  Thu Aug 22 15:46:30 2002
dataset/easy_ham/1610.adfdd3cbb3bad46220490cf0d9c26396,ham,Safe,8.00,From spamassassin-commits-admin@lists.sourceforge.net  Wed Oct  2 16:02:45 2002
dataset/easy_ham/2146.c87b60b5d82b08ad158555b96a042b7a,ham,Safe,9.00,From rssfeeds@jmason.org  Mon Sep 30 13:36:43 2002
dataset/easy_ham/1337.eb38bf81b8a24991252e451208c24ecd,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Sat Oct  5 10:36:14 2002
dataset/easy_ham/1515.cbcae309928553721fdf49cdf98541db,ham,Safe,2.00,Return-Path: anthony@interlink.com.au
dataset/easy_ham/2540.9527f844d218311f91ec4d87fd2035ca,ham,Safe,9.00,From rssfeeds@jmason.org  Thu Oct 10 12:32:22 2002
dataset/easy_ham/1888.57a8696540933098cc8c8235542bf042,ham,Safe,8.00,From pudge@perl.org  Fri Sep 13 13:35:02 2002
dataset/easy_ham/1117.571c1399a9b49bf25062fcd2242d72f1,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Thu Aug 29 10:58:02 2002
dataset/easy_ham/1200.9409eddf74ede560b5e33ce381d9a00a,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Fri Sep 20 17:34:44 2002
dataset/easy_ham/2103.9b9673343881a5e554364e75ea4ebb33,ham,Safe,6.00,From rssfeeds@jmason.org  Thu Sep 26 16:43:22 2002
dataset/easy_ham/1989.703a765c5ae445a62fc39596da8cb7c3,ham,Safe,8.00,From rssfeeds@jmason.org  Wed Sep 25 10:23:45 2002
dataset/easy_ham/1281.a9eedbc574256d332af3e15d2dc8fc0b,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Mon Sep 30 13:43:32 2002
dataset/easy_ham/0882.1fc35ed593366d26e06112250d18678a,ham,Safe,8.00,From fork-admin@xent.com  Mon Sep 30 19:58:59 2002
dataset/easy_ham/1877.3b830d0451dd084e5c125436ac07871e,ham,Safe,8.00,From pudge@perl.org  Tue Sep  3 14:20:14 2002
dataset/easy_ham/2544.1a95794a767c776e71893fda91f59efb,ham,Safe,9.00,From rssfeeds@jmason.org  Thu Oct 10 12:32:27 2002
dataset/easy_ham/1746.e3c2e047714a395c583f80730acd3762,ham,Safe,6.00,Return-Path: bkc@murkworks.com
dataset/easy_ham/1336.7ea005648426a4f5815e0bb42230a595,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Sat Oct  5 10:35:52 2002
dataset/easy_ham/1889.07ff07f84507a0b2be0bd27b091736d8,ham,Safe,8.00,From pudge@perl.org  Fri Sep 13 13:35:05 2002
dataset/easy_ham/1820.7b6864b6307973a30ec24e69fc4a466a,ham,Safe,2.00,Return-Path: skip@pobox.com
dataset/easy_ham/0417.74bf147587a49c58a67490c0211f7928,ham,Safe,8.00,From fork-admin@xent.com  Thu Aug 29 11:04:08 2002
dataset/easy_ham/1569.5a4e7eeca40257722ccbe4dee1d636fa,ham,Safe,8.00,From spamassassin-talk-admin@lists.sourceforge.net  Fri Sep 13 20:45:39 2002
dataset/easy_ham/0377.59c36dc5f85eeda650abcec0bf3ced32,ham,Safe,8.00,From fork-admin@xent.com  Mon Aug 26 22:08:02 2002
dataset/easy_ham/0102.ba8679813c4b5f424fb225f09b2fb1f2,ham,Safe,8.00,From fork-admin@xent.com  Fri Aug 23 16:44:54 2002
dataset/easy_ham/1599.1f738c1f2512f6179f1d94e2949cce00,ham,Safe,8.00,"Replied: Thu, 26 Sep 2002 11:37:44 +0100"
dataset/easy_ham/0705.1830e9bc42a6a72f3bb5806dd9e09e5c,ham,Safe,8.00,From fork-admin@xent.com  Thu Sep 19 16:25:55 2002
dataset/easy_ham/1541.1c5cac401a046fc68ba4594692631a41,ham,Safe,8.00,From spamassassin-talk-admin@lists.sourceforge.net  Fri Sep  6 19:37:06 2002
dataset/easy_ham/0038.f2ffa1197c969d067be4d01c26fa9b5e,ham,Safe,8.00,From ilug-admin@linux.ie  Fri Aug 23 11:07:42 2002
dataset/easy_ham/0537.882248ddfd0af3420b98e12fe3f9e7cb,ham,Safe,8.00,From fork-admin@xent.com  Sat Sep  7 21:53:02 2002
dataset/easy_ham/0316.0b7a8e1acbd09115574dc58120d93000,ham,Safe,8.00,"Forwarded: Wed, 09 Oct 2002 11:09:47 +0100"
dataset/easy_ham/0704.f62f0ee295a7f648249c8104a8e45843,ham,Safe,8.00,From fork-admin@xent.com  Thu Sep 19 16:25:51 2002
dataset/easy_ham/0762.4b7d2ad34203e8192af660707ba52ef5,ham,Phishing,10.00,From fork-admin@xent.com  Sun Sep 22 14:11:54 2002
dataset/easy_ham/2003.cab84732937d71e57c872ab3c97893ac,ham,Safe,8.00,From rssfeeds@jmason.org  Wed Sep 25 10:24:04 2002
dataset/easy_ham/0349.1f77fea2fe759b72c8f29740558ffae8,ham,Phishing,11.00,From sentto-2242572-56029-1034088748-zzzz=example.com@returns.groups.yahoo.com  Tue Oct  8 17:02:22 2002
dataset/easy_ham/1310.2e2ac50f5a9535c6727c5d8a44f0ebda,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Wed Oct  2 18:17:52 2002
dataset/easy_ham/0217.36d91fd462703996ea8b15571a778f5b,ham,Phishing,11.00,From Stewart.Smith@ee.ed.ac.uk  Wed Aug 28 10:53:44 2002
dataset/easy_ham/2547.18ce2b2d4f757e70154b5c8cfe6e684f,ham,Safe,9.00,From rssfeeds@jmason.org  Thu Oct 10 12:32:30 2002
dataset/easy_ham/0156.3d3293a5da919cf65959e6bd63feaf27,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Tue Oct  8 00:10:03 2002
dataset/easy_ham/0341.e8a70f3df9757b1df7d8e36de3e01b0d,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Wed Oct  9 10:51:52 2002
dataset/easy_ham/0235.3c824d680d31b3710d8f3475730dc42d,ham,Safe,9.00,From fork-admin@xent.com  Wed Aug 28 10:50:30 2002
dataset/easy_ham/0056.6ac9eb23e2ef6c7e7eabc3fb0ac3038a,ham,Safe,8.00,From ilug-admin@linux.ie  Fri Aug 23 11:07:57 2002
dataset/easy_ham/2335.3d993d80cc19564416e607f82b4a6422,ham,Safe,6.00,From rssfeeds@jmason.org  Thu Oct  3 12:25:08 2002
dataset/easy_ham/1803.03a577fc11e0a5121098e0dc83c97d6c,ham,Safe,2.00,Return-Path: skip@pobox.com
dataset/easy_ham/1745.6e47b00b04a6f2cb1cf9c5c86031132d,ham,Safe,2.00,Return-Path: barry@python.org
dataset/easy_ham/1417.cc31f571d364ed7214cdcc48917f97f4,ham,Safe,8.00,From spamassassin-talk-admin@lists.sourceforge.net  Mon Aug 26 16:57:11 2002
dataset/easy_ham/2291.3560a8bef18a21ce572bab2c364571d7,ham,Safe,9.00,From rssfeeds@jmason.org  Wed Oct  2 11:44:11 2002
dataset/easy_ham/2495.8adeb962ec89dedb809a2a314b8a9fef,ham,Safe,8.00,From rssfeeds@jmason.org  Wed Oct  9 10:52:36 2002
dataset/easy_ham/1072.f4f42529de5e15b3a123e5ec89f4dc49,ham,Safe,8.00,From exmh-users-admin@redhat.com  Tue Sep 10 15:47:05 2002
dataset/easy_ham/1738.7ee140ca2744c34a2ed33de3ceecb016,ham,Safe,6.00,Return-Path: gward@python.net
dataset/easy_ham/2386.756b3e8e1feccdec0e7b480e9e923147,ham,Safe,8.00,From rssfeeds@jmason.org  Sat Oct  5 10:37:31 2002
dataset/easy_ham/1279.66eab31d61b430bc9c4a11511b965e60,ham,Safe,9.00,From rpm-list-admin@freshrpms.net  Mon Sep 30 13:40:11 2002
dataset/easy_ham/2332.d3e1169779b1313070c82de262c30635,ham,Safe,9.00,From rssfeeds@jmason.org  Thu Oct  3 12:25:06 2002
dataset/easy_ham/2066.dce0718b87da2153138f0037c89fb38a,ham,Safe,8.00,From rssfeeds@jmason.org  Thu Sep 26 16:42:14 2002
dataset/easy_ham/1037.1285e23706448e51cb9be399cd0546ed,ham,Safe,8.00,From exmh-workers-admin@redhat.com  Wed Aug 28 10:46:48 2002
dataset/easy_ham/1239.4ac4f511de904aae73d8d5ead6f7fd70,ham,Safe,8.00,From exmh-users-admin@redhat.com  Tue Oct  8 10:55:11 2002
dataset/easy_ham/0305.99f57ae578aceda0433b60cb35fd4ea2,ham,Safe,8.00,From ilug-admin@linux.ie  Fri Sep  6 11:40:19 2002
dataset/easy_ham/2240.fd1d72c726b2e17528622fde97fc0377,ham,Safe,9.00,From rssfeeds@jmason.org  Tue Oct  1 10:37:13 2002
dataset/easy_ham/0111.e10679164e671fd9211c0303af7ee9f0,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Mon Sep  2 13:12:45 2002
dataset/easy_ham/1779.b1039d148dbb347b468973dc6bfe0319,ham,Safe,2.00,Return-Path: skip@pobox.com
dataset/easy_ham/1455.6e48dfed80732a341f02ac33d5f93378,ham,Safe,8.00,From spamassassin-talk-admin@lists.sourceforge.net  Thu Aug 29 11:06:19 2002
dataset/easy_ham/1760.a57fd76dcafe47299543685aa2387d32,ham,Safe,2.00,Return-Path: jeremy@alum.mit.edu
dataset/easy_ham/0060.877bf70a297621b9dc3bab0095f95027,ham,Safe,8.00,From fork-admin@xent.com  Fri Aug 23 11:08:50 2002
dataset/easy_ham/1160.7ee82d03d42b984ccc3ec82e26077e95,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Mon Sep  9 18:00:54 2002
dataset/easy_ham/1878.0c34817869d72b7cd32a8f3ebe79c272,ham,Safe,8.00,From pudge@perl.org  Tue Sep  3 14:20:15 2002
dataset/easy_ham/0850.37218bc58cdc1cf2502010a098c77965,ham,Safe,8.00,From fork-admin@xent.com  Thu Sep 26 11:04:55 2002
dataset/easy_ham/2382.58498a8689b84bdf430e14fdb44bc128,ham,Safe,9.00,From rssfeeds@jmason.org  Sat Oct  5 10:37:28 2002
dataset/easy_ham/1247.b5d92ac3d2ae89f0edc14514ca366207,ham,Safe,8.00,From exmh-workers-admin@redhat.com  Fri Aug 23 11:04:05 2002
dataset/easy_ham/2078.9bb650992dad02cef6105da91f7cf807,ham,Safe,9.00,From rssfeeds@jmason.org  Thu Sep 26 16:42:39 2002
dataset/easy_ham/1366.200cc41f250f28147c5db07ea933f26a,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Mon Oct  7 19:49:22 2002
dataset/easy_ham/1128.03b2776407c0cc561ab9fa6bb46bd9ef,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Thu Aug 29 11:37:45 2002
dataset/easy_ham/2094.ab0de9fdfde7eadec0dd1da6d27406ff,ham,Safe,9.00,From rssfeeds@jmason.org  Thu Sep 26 16:43:14 2002
dataset/easy_ham/0403.1e5eeaca6a82f4eeccc65c179efe2c7c,ham,Safe,8.00,From fork-admin@xent.com  Wed Aug 28 17:56:47 2002
dataset/easy_ham/0482.b16742fbfb4ed41734f06279232dd8b0,ham,Safe,8.00,From fork-admin@xent.com  Thu Sep  5 11:30:34 2002
dataset/easy_ham/2438.a99d09c02269744f20cb1ee2cbbe2728,ham,Safe,9.00,From rssfeeds@jmason.org  Mon Oct  7 12:05:30 2002
dataset/easy_ham/0430.4e314d3f69d885ce2c18d2e64eb72a1b,ham,Safe,8.00,From fork-admin@xent.com  Mon Sep  2 16:22:27 2002
dataset/easy_ham/2210.fa8009fc379535ff811863bbf3dcac4f,ham,Safe,9.00,From rssfeeds@jmason.org  Tue Oct  1 10:36:44 2002
dataset/easy_ham/0058.a7c28223050c35c3a22ac4e2b5969111,ham,Safe,8.00,From fork-admin@xent.com  Fri Aug 23 11:08:46 2002
dataset/easy_ham/1214.1a66983fafc885a13fb7301e76d9af04,ham,Safe,8.00,From exmh-workers-admin@redhat.com  Tue Sep 24 19:48:31 2002
dataset/easy_ham/0363.52461bc133cd3bf0b95a4e40ddb28a7e,ham,Safe,9.00,From fork-admin@xent.com  Mon Aug 26 16:57:05 2002
dataset/easy_ham/1949.fa3deba2ee6dbc2f045da7f283ad3a3e,ham,Safe,8.00,From rssfeeds@jmason.org  Tue Sep 24 10:47:46 2002
dataset/easy_ham/0614.b5bf667c7ffd59fca7f26a8ca1f8deea,ham,Safe,9.00,From fork-admin@xent.com  Wed Sep 11 19:42:11 2002
dataset/easy_ham/1938.844c886b9cc04763e6c2c9a6c8b88c0d,ham,Safe,8.00,From rssfeeds@jmason.org  Tue Sep 24 10:47:32 2002
dataset/easy_ham/0994.744ef88f9e8a7c41eb69e25950a8fc41,ham,Safe,8.00,From fork-admin@xent.com  Fri Aug 23 11:09:07 2002
dataset/easy_ham/1096.1ed72c081c54694040d74a28a7d0d8fd,ham,Safe,9.00,From exmh-users-admin@redhat.com  Fri Sep 13 13:36:09 2002
dataset/easy_ham/1739.07c82f37d072bce96820af0bbef80eff,ham,Safe,6.00,Return-Path: guido@python.org
dataset/easy_ham/2466.4c6ca64a8fb037e9515adc98486a8146,ham,Safe,9.00,From rssfeeds@jmason.org  Tue Oct  8 10:56:01 2002
dataset/easy_ham/2178.c8c32c1cb7a548e58373aff29aa074ee,ham,Safe,6.00,From rssfeeds@jmason.org  Mon Sep 30 13:44:06 2002
dataset/easy_ham/1185.b83ac460b08616796da67d3bc57b76df,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Mon Sep  9 18:04:46 2002
dataset/easy_ham/1838.d038cbb36f734c5ddbb023d074711d10,ham,Safe,2.00,Return-Path: marklists@mceahern.com
dataset/easy_ham/0989.5c5812e631227a1a0873bc3fc9455c10,ham,Safe,8.00,From fork-admin@xent.com  Fri Aug 23 11:08:50 2002
dataset/easy_ham/1927.40edefd2f8ca788645da340d2e2a1502,ham,Safe,8.00,From pudge@perl.org  Wed Oct  9 10:51:26 2002
dataset/easy_ham/0739.88b6bb31404ad7f4802e4002d4e6ad66,ham,Safe,8.00,From fork-admin@xent.com  Sat Sep 21 10:43:20 2002
dataset/easy_ham/0681.a0c682a61d47a58820ffa73d5555f3fb,ham,Safe,8.00,From fork-admin@xent.com  Wed Sep 18 17:43:31 2002
dataset/easy_ham/0161.5703ef6933a7f189ab48da12a925f5e4,ham,Safe,8.00,From fork-admin@xent.com  Tue Oct  8 10:56:40 2002
dataset/easy_ham/1850.147241797a056a32e99562b240ebb283,ham,Safe,2.00,Return-Path: tim.one@comcast.net
dataset/easy_ham/0984.c155c04486f51644804c5e184a8e2a85,ham,Safe,8.00,From fork-admin@xent.com  Fri Aug 23 11:08:35 2002
dataset/easy_ham/0782.03d024d74f36ef492a9d8d5de300fb94,ham,Safe,8.00,From fork-admin@xent.com  Mon Sep 23 22:47:31 2002
dataset/easy_ham/1001.6d9880fcc649355d3c7faebf01c61d42,ham,Safe,8.00,From spamassassin-talk-admin@lists.sourceforge.net  Thu Aug 22 15:46:36 2002
